title,description,url,organization,age_range,start_date,end_date,start_time,end_time,day_of_week,duration_minutes,repeat_rrule,repeat_frequency,newsletter_description,newsletter_last,newsletter_highlight,calendar_skip,calendar_sent,file_url,location,neighborhood,area,created_at,list_id,status,source
Workshop: Mastering the Postpartum Period,"This online workshop by Mamathrive, held in Dutch, is specifically designed for expectant parents to prepare for the postpartum period and the crucial 'fourth trimester.' It aims to provide a realistic understanding of what to expect after childbirth, covering essential themes such as physical and emotional recovery, sleep challenges, hormonal changes, nutrition, and the identity shift into parenthood. Participants will learn to create a personal postpartum plan, ensuring they approach the initial weeks after delivery with peace, clarity, and confidence. This preparation lays a strong foundation for a smooth recovery and a positive start to family life. The workshop includes a bonus 30-minute 1:1 follow-up call within four days to further refine your personal plan. It is open to individuals or couples and is limited to a small group of 5 couples to ensure personalized attention. The investment is €37 per couple.",https://mamathrive.nl/workshop-kraamtijd/,Mamathrive,Expectant parents,2026-04-15,2026-04-15,19:00,21:30,Wednesday,150,,,"Mamathrive is hosting an online workshop in Dutch for expectant parents to prepare for the postpartum period. Learn how to create a personal postpartum plan covering recovery, sleep, and emotional well-being to ensure a smooth transition into parenthood. The workshop costs €37 per couple and includes a bonus 1:1 follow-up call.",,false,false,true,,,Other,Online,2026-04-02 08:40,ideas,new,manual
moveNmeet Grand Opening Party & Parent-Child Sports Class Preview,"Join moveNmeet for their Grand Opening Party! This celebratory event is designed for local parents, network partners, and anyone interested in a party and a mini-workout. Children are also very welcome. Attendees will have the opportunity to experience a preview of moveNmeet's parent & child sports class. The event takes place at Broedplaats SUP in Amsterdam West, offering a welcoming atmosphere for families.",https://www.instagram.com/p/DWUcfgWCijq/?igsh=MWJlZzZvcWtmOG5yZQ==,moveNmeet,Families with young children,2026-04-17,2026-04-17,15:00,17:00,Friday,120,,,"Join moveNmeet for a free Grand Opening Party, featuring a mini-workout and a preview of their parent-child sports class! This event welcomes local parents, network partners, and their children to celebrate and connect in Amsterdam West. Designed for families with young children.",,false,false,true,,"Surinameplein 33, 1058 GM Amsterdam, The Netherlands",Hoofddorppleinbuurt,West,2026-03-26 19:48,ideas,new,manual
Baby Massage Course,"This 5-lesson course, offered by Mirjam Vos, teaches baby massage techniques, focusing on different body parts each week. It includes attention to haptonomic handling (picking up, carrying, putting down) and baby yoga exercises. The course also provides a valuable space for parents to connect and share experiences. Private sessions are available for babies who are restless or cry a lot, or for self-organized groups.",https://mirjam-vos.nl/product/babymassage/,Mirjam Vos,0-12 months,2026-04-17,2026-05-22,,,Friday,,,,"Join Mirjam Vos for a comprehensive 5-lesson Baby Massage Course designed for infants 0-12 months. This course offers parents techniques to soothe their babies, aid digestion, and deepen bonding through touch, while also providing a space to connect with other parents. Check the website for course dates and registration details.",,false,true,false,,Westerdok 806,Westerpark,West,2026-04-29 21:49,ideas,new,manual
The Postpartum Table,"Hello Doula and Arizen are hosting 'The Postpartum Table' at Papote Amsterdam, an evening dedicated to the importance of nutrition after birth. This event features a three-course postpartum meal, discussions about ingredients, and sharing cultural traditions around birth and recovery. Attendees will receive recipes and a useful pantry list to take home. Tickets are €60 per person or €100 for two, with only 20 spots available. Doors open at 18:00, and the event concludes at 20:30.",https://www.instagram.com/reel/DWlCGKHASp3/?igsh=bnk4dTQxNjVpbWJt,Hello Doula and Arizen,Adults (Parents/Guardians & Supporters),2026-04-18,2026-04-18,18:00,20:30,Saturday,150,,,"Hello Doula and Arizen invite new mothers, mothers-to-be, partners, and their support network to 'The Postpartum Table' at Papote Amsterdam. This evening includes a three-course meal, discussions on postpartum nutrition, and sharing cultural traditions around birth and recovery. Participants will also receive recipes and a pantry list. Tickets are €60-€100, for adults interested in postpartum care and community.",,false,false,true,,"Overtoom 301, 1054 HW Amsterdam, The Netherlands",Overtoomse Sluis,West,2026-04-01 09:26,ideas,new,manual
Rabo Fat Tire Race,"The Rabo Fat Tire Race, presented by Cycle Fun Productions, is a fun cycling and running event for children and families. The program includes balance bike races for 2-4 year olds, scooter races for 3-5 and 6-8 year olds, and fat tire bike races for various age groups from 3-6 years up to 11-12 years. There's also a 1km Family Run open to all ages. Participation is free. Registration and course reconnaissance open at 12:00. Coffee and snacks are available at Buurthuis Gein.",dikkebandenraces.nl,Cycle Fun Productions,2-12 years,2026-04-18,2026-04-18,12:00,12:30,Saturday,30,,,"Join Cycle Fun Productions for the free Rabo Fat Tire Race, a day filled with exciting cycling and running activities for children and families in Gein, Amsterdam! Kids from 2 to 12 years can participate in various balance bike, scooter, and fat tire races, while the 1km Family Run welcomes all ages for a fun-filled experience.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0ARFCXUZ09/screenshot_20260406-131330.png,"Wisseloordplein 4, 1106 GE Amsterdam",Gein,South,2026-04-06 13:17,ideas,new,manual
Meeting Mothers & Little Ones,"This is a free meeting for mothers and their babies or young children, hosted by Maminfo. The April edition focuses on support and networking. It aims to create a safe space for mothers to discuss support during pregnancy and postpartum, asking for help without guilt, building social networks, and experiencing motherhood far from home. It is particularly suitable for pregnant women and mothers with babies or young children, especially those with a migration background seeking connection and recognition. Babies and young children are welcome. The meeting is hybrid and will be held in Dutch, Spanish, and English. Pre-registration is required due to limited places. The exact location in Amsterdam Zuidoost will be provided after registration.",https://www.eventbrite.nl/e/entradas-meeting-mamis-kleintjes-april-2026-1982389359940,Maminfo,0-4 years,2026-04-18,2026-04-18,10:30,12:30,Saturday,120,,,"Maminfo invites mothers and their little ones (ages 0-4 years) to a free, multilingual (Dutch, Spanish, English) gathering in Amsterdam Zuidoost. This April edition focuses on support and networking, offering a safe space to discuss the challenges of motherhood and build community. It is especially suited for pregnant women and mothers with a migration background.",,false,false,true,,Amsterdam Zuidoost,Other,North,2026-04-13 07:34,ideas,new,manual
Tiny Grooves Dance Party,Tiny Grooves invites parents and young children to a vibrant dance party at Sissi's. Get ready to 'let it all out on the dance floor' and enjoy the new spring energy. Tickets are required for entry.,https://www.instagram.com/p/DV_woNMDAQT/?igsh=Z3dtbjMxZXZlZms2,Tiny Grooves,1-6 years,2026-04-19,2026-04-19,13:00,16:00,Sunday,180,,,Tiny Grooves is hosting a lively dance party for young children and their parents at Sissi's in Amsterdam East. Get ready to 'let it all out on the dance floor' and enjoy some vibrant spring energy. This event requires tickets and is ideal for ages 1-6 years.,,false,false,true,,"Czaar Peterstraat 104, 1018 PW Amsterdam, The Netherlands",Oostelijke Eilanden,East,2026-03-17 20:39,ideas,new,manual
The Whole Neighborhood Bakes!,"Join the third edition of 'The Whole Neighborhood Bakes!', a fun baking competition hosted by De Buurtkringloop. This event seeks passionate home bakers from the Indische Buurt to present their homemade cakes, with ingredients reimbursed up to €25. A professional jury will evaluate the creations. Registration is required by April 9th via email at events@debuurtkringloop.nl.",https://www.instagram.com/p/DWO5T5xCPld/?igsh=ZGFjOWhvM2k3eGxo,De Buurtkringloop,All ages,2026-04-19,2026-04-19,15:00,17:00,Sunday,120,,,"De Buurtkringloop invites all ages to the third edition of 'The Whole Neighborhood Bakes!', a free community baking competition. Passionate home bakers from the Indische Buurt can present their homemade cakes to a professional jury, with ingredients reimbursed up to €25. Registration is required to participate.",,false,false,true,,"Insulindeweg 1, Amsterdam, The Netherlands",Indische Buurt,East,2026-03-23 17:42,ideas,new,manual
The Girl Crying on a Stone,"'t Zonnehuis Op Zijn Kop' (Zonnehuis Upside Down) is a youth theater series by Stichting Stadsherstel Cultureel in Amsterdam-Noord. This specific performance, 'The Girl Crying on a Stone' by Het Kleine Theater, is a cheerful, musical show full of old Dutch songs. It tells the story of a sad girl from a song who embarks on a journey to find a happier existence and unexpectedly discovers companionship.",https://www.instagram.com/p/DXHZ1DRDGwE/?img_index=1&igsh=bzh6OHNtczVudDdp,Stichting Stadsherstel Cultureel & Het Kleine Theater,3+ years,2026-04-19,2026-04-19,11:00,11:45,Sunday,45,,,"Join Het Kleine Theater for 'The Girl Crying on a Stone,' a cheerful and musical performance for ages 3+ years, part of the 'Zonnehuis Op Zijn Kop' series by Stichting Stadsherstel Cultureel. This delightful show, featuring old Dutch songs, tells the story of a sad girl seeking a happier existence and finding unexpected friendship at Zonnehuis Amsterdam. Tickets are required.",,false,false,true,,"Zonneplein 30, 1033 ZD Amsterdam, The Netherlands",Tuindorp Oostzaan,North,2026-04-17 09:49,ideas,new,manual
Tour the Farmer: The Origin,"A free 'Tour the Farmer' event in Tuinen van West, focusing on 'The Origin' of food and combating food waste. The open day includes an activity where visitors can help feed piglets with residual food streams. There will also be a demonstration by Dirk's Smoke Machine, providing warm meat sandwiches. This event encourages young and old to participate in sustainable practices.",,Entrepreneurs' Association Gardens of West,All ages,2026-04-25,2026-04-25,12:00,16:00,Saturday,240,,,"Join the Entrepreneurs' Association Gardens of West for a free 'Tour the Farmer' event, 'De Herkomst' (The Origin), open to all ages. Help feed adorable piglets with residual food streams and learn about combating food waste. This event encourages families to engage with sustainable practices and understand the origin of their food.",2026-04-19,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0ASFHU4PUJ/share_7912766292999547866.png,"Osdorperweg 787, Amsterdam, The Netherlands",Osdorp,West,2026-04-13 10:53,ideas,new,manual
Princess on the Pea,"Prince Alexander Ludovik Stoffel van Stavernijen must marry a real princess with a delicate and sensitive skin. He travels the world with his horse Hendrik to find her, but without success. Then, on a stormy night, she suddenly stands before his gate – a real princess! Now he must find out if she truly has delicate and sensitive skin. Don't miss this children's theater performance.",https://www.instagram.com/p/DXEciRVjZLq/?igsh=MWt6ODBpcHp0dG1y,Het Kleine Theater,3+ years,2026-04-25,2026-04-25,15:00,16:00,Saturday,60,,,"Join Het Kleine Theater for a delightful performance of 'Princess on the Pea' at Hal West Amsterdam. Prince Alexander is on a quest to find a real princess with sensitive skin, and on a stormy night, one finally appears! This engaging children's theater experience is suitable for ages 3+ and tickets are €7,50.",2026-04-19,false,false,true,,"Louis Couperusstraat 150, 1064 EX Amsterdam, The Netherlands",Slotermeer-Zuidwest,West,2026-04-17 09:50,ideas,new,manual
